,date,price
209,2018-07-29,0.38110000535009925
210,2018-07-30,0.367993229502643
211,2018-07-31,0.3917247131585922
212,2018-08-01,0.39528318518339084
213,2018-08-02,0.4104966291457189
214,2018-08-03,0.3638943872872948
215,2018-08-04,0.4249528415109014
216,2018-08-05,0.39272365568368556
217,2018-08-06,0.39573225714670784
218,2018-08-07,0.40196744292200165
219,2018-08-08,0.4002056294973101
220,2018-08-09,0.36985028774819567
221,2018-08-10,0.34422883689096306
222,2018-08-11,0.3450740370637382
223,2018-08-12,0.3658275743145728
224,2018-08-13,0.35472193784576705
225,2018-08-14,0.345969365513986
226,2018-08-15,0.3582244734385655
227,2018-08-16,0.3379663497279096
228,2018-08-17,0.321221049080393
229,2018-08-18,0.30984412855259147
230,2018-08-19,0.35291660296072314
231,2018-08-20,0.3346923907591881
232,2018-08-21,0.3303560551187289
233,2018-08-22,0.3152855511820601
234,2018-08-23,0.31425317796179575
235,2018-08-24,0.3615142210272534
236,2018-08-25,0.27298992583179926
237,2018-08-26,0.30683458364207156
238,2018-08-27,0.31601835178913457
239,2018-08-28,0.3197914082377693
240,2018-08-29,0.27320744993342155
241,2018-08-30,0.2561569102597937
242,2018-08-31,0.28485495490531226
243,2018-09-01,0.2803222589280857
244,2018-09-02,0.28803560977500436
245,2018-09-03,0.2774692451509128
246,2018-09-04,0.2947332598419787
247,2018-09-05,0.31902327056964075
248,2018-09-06,0.29432331607803464
249,2018-09-07,0.3114869764498164
250,2018-09-08,0.3544681659143656
251,2018-09-09,0.35235874154028757
252,2018-09-10,0.29051288032707845
253,2018-09-11,0.32836497997496034
254,2018-09-12,0.31722124129519785
255,2018-09-13,0.3149596677414063
256,2018-09-14,0.3303596515747078
257,2018-09-15,0.30081166981347474
258,2018-09-16,0.30935148424033726
259,2018-09-17,0.32170695643718844
260,2018-09-18,0.33723621427720124
261,2018-09-19,0.3572187765329578
262,2018-09-20,0.3565960804260415
263,2018-09-21,0.31480067318236693
264,2018-09-22,0.3231162103562467
265,2018-09-23,0.35912883416835567
266,2018-09-24,0.2842893338157094
267,2018-09-25,0.3233689139044977
268,2018-09-26,0.413436889536997
269,2018-09-27,0.39497494148241913
270,2018-09-28,0.3553639609582416
271,2018-09-29,0.3497937282009275
272,2018-09-30,0.321544355452274
273,2018-10-01,0.28277003840675696
274,2018-10-02,0.3212501535352774
275,2018-10-03,0.3145844783926521
276,2018-10-04,0.3029821666788319
277,2018-10-05,0.3496541656724123
278,2018-10-06,0.28145298837958854
279,2018-10-07,0.2946408831397429
280,2018-10-08,0.2758822524330481
281,2018-10-09,0.289302839664465
282,2018-10-10,0.3089737178124283
283,2018-10-11,0.28554972563985204
284,2018-10-12,0.2555006524145756
285,2018-10-13,0.29440512942985114
286,2018-10-14,0.2848505433016676
287,2018-10-15,0.2549116592825274
288,2018-10-16,0.24507341974703828
289,2018-10-17,0.306980085898392
290,2018-10-18,0.2747152229199838
291,2018-10-19,0.25514479174509314
292,2018-10-20,0.28404098226704766
293,2018-10-21,0.2685382803881363
294,2018-10-22,0.26147992958364485
295,2018-10-23,0.2370419058845427
296,2018-10-24,0.2700147275547966
297,2018-10-25,0.23446904790699657
298,2018-10-26,0.22773893267617476
299,2018-10-27,0.2382053045383696
300,2018-10-28,0.22591430289425796
301,2018-10-29,0.2549669040848464
302,2018-10-30,0.22434380209059918
303,2018-10-31,0.23059017569319015
304,2018-11-01,0.21669142687887094
305,2018-11-02,0.23827921337173832
306,2018-11-03,0.2601751303814494
307,2018-11-04,0.253843661268159
308,2018-11-05,0.25692928276217364
309,2018-11-06,0.26259524800966483
310,2018-11-07,0.2353475752720282
311,2018-11-08,0.25544192451767295
312,2018-11-09,0.25566544144789183
313,2018-11-10,0.24917175272061542
314,2018-11-11,0.25093519447554136
315,2018-11-12,0.2761306273217257
316,2018-11-13,0.2569230487361013
317,2018-11-14,0.2133277801940176
318,2018-11-15,0.18922009847992
319,2018-11-16,0.19443444721747086
320,2018-11-17,0.20554627293941405
321,2018-11-18,0.22091911399912417
322,2018-11-19,0.2463563131230881
323,2018-11-20,0.1652016185099273
324,2018-11-21,0.2073496061525832
325,2018-11-22,0.2449297924009671
326,2018-11-23,0.20811719561935238
327,2018-11-24,0.21030435164234834
328,2018-11-25,0.23642757195003178
329,2018-11-26,0.2592759248697972
330,2018-11-27,0.19649329102906649
331,2018-11-28,0.22895188873115754
332,2018-11-29,0.17878777124962503
333,2018-11-30,0.20572871205487142
334,2018-12-01,0.2344137662151194
335,2018-12-02,0.2005928240998183
336,2018-12-03,0.20654852447137692
337,2018-12-04,0.1956803535226278
338,2018-12-05,0.19669158064510756
339,2018-12-06,0.1858043278402859
340,2018-12-07,0.2451820291825641
341,2018-12-08,0.2172830378926569
342,2018-12-09,0.25487545077897966
343,2018-12-10,0.2625782720115564
344,2018-12-11,0.2813532181488786
345,2018-12-12,0.2532349861221804
346,2018-12-13,0.2677684907927343
347,2018-12-14,0.23805051866902288
348,2018-12-15,0.18623437695938228
349,2018-12-16,0.22286391071236425
350,2018-12-17,0.20524348624515212
351,2018-12-18,0.2238716243446762
352,2018-12-19,0.21037158814474877
353,2018-12-20,0.17950354796049472
354,2018-12-21,0.17718628161757977
355,2018-12-22,0.22234666373212228
356,2018-12-23,0.2470761952402467
357,2018-12-24,0.2531210699939821
358,2018-12-25,0.250980184272495
359,2018-12-26,0.2546222122195143
360,2018-12-27,0.2507085631845666
361,2018-12-28,0.24768118253454852
362,2018-12-29,0.2373529038963334
363,2018-12-30,0.22902013550046574
364,2018-12-31,0.2702068528002418
